Time, Amount
127,79
127,24
127,58
127,7
127,79
126,10
126,27
126,83
126,22
126,75
126,1
126,13
126,8
126,52
126,78
126,70
127,7
127,53
127,46
127,54
127,34
127,71
127,12
127,96
127,51
127,29
130,26
130,9
130,16
129,78
129,74
129,95
129,42
129,6
129,89
129,31
129,0
129,85
129,27
129,71
129,75
129,74
129,37
129,98
129,3
128,68
128,27
128,51
128,34
128,46
128,31
128,79
128,77
128,65
128,26
128,87
128,95
128,76
128,20
128,35
128,81
129,19
129,0
129,82
128,91
128,94
128,25
128,8
128,17
128,4
128,20
128,28
128,25
128,4
128,4
128,75
128,35
131,56
131,13
130,41
130,27
130,91
130,57
130,37
130,90
130,43
130,4
130,86
130,83
130,52
130,36
130,35
130,21
130,64
130,69
130,72
129,66
129,50
129,50
129,20
129,8
129,54
129,91
129,78
129,89
129,63
129,30
129,64
129,38
129,89
129,33
129,70
129,23
129,54
129,96
129,51
129,28
129,59
129,67
128,98
129,55
129,57
129,73
129,27
129,60
129,91
129,61
129,53
129,39
129,35
129,29
129,19
129,78
115,16
115,37
115,88
115,3
115,32
115,92
115,97
115,32
115,48
115,18
115,52
115,85
115,40
115,17
115,73
115,23
115,41
115,73
115,29
114,88
114,24
114,27
114,63
114,20
114,37
114,37
114,18
114,49
114,68
114,0
114,35
114,49
114,60
114,52
114,39
114,57
114,4
114,70
114,3
114,54
114,46
114,34
114,43
114,89
114,86
114,19
114,64
113,18
113,4
113,77
113,76
114,91
114,85
114,7
117,77
117,40
117,38
117,2
117,27
117,3
117,52
117,28
117,39
117,4
117,33
117,44
117,55
117,88
117,96
117,49
117,40
117,34
117,17
117,54
117,51
117,20
117,43
117,77
117,26
117,69
117,91
117,60
117,1
108,90
108,51
108,5
108,19
108,11
108,44
108,60
108,8
109,7
109,8
109,30
109,2
109,63
109,3
109,18
109,8
109,8
109,34
109,9
109,23
109,88
109,55
109,50
109,85
109,55
109,13
109,25
109,59
109,83
109,39
108,48
108,0
108,41
108,8
108,34
108,38
108,39
108,84
108,21
108,80
108,42
108,24
108,17
108,18
108,24
108,23
108,61
107,88
107,46
107,78
107,16
107,83
107,81
107,59
107,38
107,76
107,48
107,81
107,53
107,29
107,44
107,68
107,60
107,6
107,60
107,50
107,58
107,43
107,40
106,79
106,69
106,96
106,98
106,52
106,61
106,92
106,71
106,97
106,58
107,0
107,34
107,88
107,0
107,32
107,59
107,4
107,34
107,36
107,34
107,61
107,79
107,70
107,4
107,18
107,46
107,11
107,74
107,94
107,98
107,51
107,49
107,5
107,10
107,3
107,10
106,36
106,75
106,46
106,52
106,65
106,41
106,43
106,74
106,50
106,64
106,38
106,4
103,43
103,53
103,10
103,40
103,41
103,39
103,20
103,39
103,75
103,63
103,40
103,57
103,3
103,57
103,44
103,68
103,61
103,24
103,91
103,49
103,39
103,59
103,23
103,5
103,38
103,47
103,44
103,86
103,50
103,93
103,65
103,16
103,61
103,22
104,90
104,67
104,19
107,62
107,22
107,9
107,94
107,17
107,35
107,98
107,98
107,82
107,43
107,36
107,5
107,20
107,21
107,72
107,12
107,44
107,27
107,25
107,78
107,95
108,78
108,34
107,88
107,42
107,9
107,1
107,76
105,75
105,22
105,25
105,11
105,51
105,5
105,34
104,22
104,84
104,67
104,29
104,81
104,35
104,44
104,20
104,22
104,96
104,21
104,67
104,83
104,44
104,80
104,72
104,74
103,14
103,71
103,1
103,29
103,64
103,63
103,32
103,83
103,1
103,20
103,65
103,13
103,67
103,44
103,38
103,37
103,51
103,3
103,7
103,23
103,69
103,89
103,6
103,79
102,62
102,60
102,18
102,37
102,88
102,2
102,86
102,94
102,94
102,75
100,68
100,77
100,57
100,25
100,52
100,30
100,50
100,96
100,86
100,67
100,8
100,0
99,46
99,60
99,38
99,31
99,64
99,67
99,85
99,65
99,14
99,76
99,76
99,45
99,18
99,95
99,3
99,81
99,75
99,56
99,55
99,78
99,39
103,36
103,71
103,75
103,64
103,51
103,27
102,48
102,6
102,53
102,34
102,67
102,57
102,33
102,14
102,94
102,56
102,73
102,74
102,4
102,8
102,72
102,38
102,52
100,97
100,57
100,43
100,88
100,46
100,97
99,44
99,3
99,38
99,95
99,63
99,79
99,48
99,48
99,81
99,63
99,63
99,95
99,30
99,88
99,54
99,81
100,15
100,73
100,25
100,48
100,34
100,4
100,56
100,91
99,50
99,21
99,49
99,52
99,89
99,93
99,58
99,76
99,58
99,99
99,58
99,91
99,29
99,98
99,28
99,25
99,1
99,58
99,0
99,98
100,90
100,12
100,48
100,62
100,98
99,95
99,68
99,18
99,72
99,2
99,44
99,31
99,48
99,52
99,11
99,58
99,60
99,68
99,3
99,55
99,38
99,23
99,69
99,41
99,8
99,83
99,66
99,51
98,10
95,58
95,28
95,10
95,47
95,44
94,54
94,91
94,72
94,83
94,89
94,95
94,72
94,41
94,2
94,31
94,54
94,47
94,83
94,24
94,34
94,4
94,5
94,31
94,8
94,4
94,20
94,40
94,70
94,75
94,43
94,14
94,19
94,17
94,17
93,30
93,69
93,20
94,9
94,28
94,33
94,85
94,54
94,89
94,88
94,96
94,3
94,99
94,23
94,55
98,1
98,62
98,71
98,67
98,44
98,87
98,13
98,12
98,84
98,88
98,99
98,70
98,58
98,38
98,17
98,96
98,46
98,96
97,26
98,72
98,25
98,3
98,3
98,62
98,37
98,45
98,66
98,24
97,59
97,40
97,31
97,26
97,38
97,36
97,95
97,44
97,50
96,92
96,78
96,61
93,10
93,86
93,73
93,15
93,9
93,51
93,26
93,86
93,72
92,53
92,1
92,96
92,30
92,30
92,6
91,89
91,10
91,34
91,52
91,74
91,88
91,28
90,51
90,99
90,13
90,73
91,14
91,66
91,74
91,88
91,25
91,42
90,9
90,28
90,69
90,89
90,62
90,64
90,78
89,44
89,37
89,15
89,6
89,38
89,89
89,95
89,89
89,25
89,89
83,94
83,15
83,49
83,53
83,44
83,8
83,44
83,26
83,78
83,66
82,98
82,3
82,14
82,5
82,93
82,72
82,82
82,62
82,42
82,27
82,78
82,68
82,25
82,25
81,68
81,35
81,76
81,56
81,82
81,55
81,40
80,96
80,84
84,70
84,62
84,37
84,83
84,51
83,19
83,2
83,59
83,35
83,39
83,89
83,40
83,99
83,44
82,75
82,73
72,21
72,12
71,46
71,17
72,33
72,71
72,72
72,28
72,82
72,26
72,61
72,44
72,15
72,14
71,67
71,15
71,14
71,12
71,40
71,76
71,55
71,25
71,76
71,70
70,93
70,15
70,29
68,38
68,36
68,86
66,92
66,96
66,63
66,26
66,86
66,39
66,2
65,18
65,28
65,50
65,73
65,22
65,43
65,72
65,93
65,81
65,78
65,72
56,37
56,9
56,18
56,49
56,20
55,36
55,33
55,23
55,75
55,96
55,66
55,95
55,75
55,89
55,16
55,50
55,20
55,67
55,83
55,27
55,62
55,20
56,86
56,86
55,58
55,47
55,61
55,97
55,22
55,49
55,76
55,64
55,79
55,39
55,59
55,68
59,97
59,98
59,66
59,94
59,99
59,20
59,20
59,69
59,22
59,6
58,62
58,67
58,87
55,86
55,3
55,90
55,8
55,33
55,56
55,70
55,98
56,21
56,37
56,50
56,71
56,78
56,32
55,94
55,71
55,17
55,61
55,98
55,76
55,59
55,62
55,52
55,51
55,14
55,30
55,13
55,59
55,42
55,63
55,57
55,70
55,87
55,50
55,2
55,25
55,10
55,52
55,38
55,25
55,15
55,33
55,53
55,87
55,7
55,5
55,83
55,39
55,82
55,58
55,42
50,74
50,77
50,22
50,6
50,0
50,78
50,77
50,1
51,10
51,36
51,73
51,52
51,78
51,28
51,52
51,42
50,74
50,13
50,61
50,28
50,77
50,86
50,59
50,13
50,60
50,84
50,45
50,59
50,17
50,8
50,19
50,61
50,70
50,46
50,24
50,74
50,7
50,19
54,41
54,2
54,77
54,68
54,71
54,14
54,41
54,88
54,11
54,78
54,81
54,28
50,32
50,55
50,52
50,50
50,43
50,80
50,16
50,53
50,37
50,46
50,93
50,1
50,32
50,75
50,5
50,25
50,95
50,37
50,79
50,44
50,18
50,11
50,33
50,52
50,79
50,24
50,58
50,7
50,79
50,10
50,27
51,83
51,22
51,75
51,1
51,13
51,8
51,52
51,78
50,70
50,7
50,53
50,46
50,54
50,34
50,71
50,12
50,96
50,51
50,29
47,26
47,9
47,16
47,78
47,74
47,95
47,42
47,6
47,89
47,31
47,0
47,85
47,27
47,71
47,75
47,74
47,37
47,98
47,3
47,68
47,27
47,51
47,34
47,46
47,31
47,79
47,77
47,65
47,26
47,87
47,95
47,76
47,20
47,35
47,81
46,19
46,0
50,82
50,91
50,94
50,25
50,8
50,17
50,4
50,20
50,28
50,25
50,4
50,4
50,75
47,35
47,56
47,13
47,41
47,27
47,91
47,57
47,37
47,90
47,43
47,4
47,86
47,83
47,52
47,36
47,35
47,21
47,64
47,69
47,72
47,66
47,50
47,50
47,20
47,8
47,54
47,91
47,78
47,89
47,63
47,30
47,64
47,38
47,89
47,33
47,70
47,23
47,54
48,96
48,51
48,28
48,59
48,67
48,98
47,55
47,57
47,73
47,27
47,60
47,91
47,61
47,53
47,39
47,35
47,29
47,19
47,78
47,16
47,37
47,88
47,3
47,32
47,92
47,97
47,32
47,48
47,18
47,52
47,85
47,40
47,17
47,73
47,23
47,41
47,73
47,29
47,88
47,24
47,27
47,63
47,20
47,37
47,37
47,18
47,49
47,68
47,0
47,35
47,49
47,60
47,52
47,39
47,57
47,4
47,70
47,3
47,54
47,46
47,34
47,43
47,89
47,86
47,19
47,64
47,18
47,4
47,77
47,76
46,91
46,85
46,7
43,77
43,40
43,38
43,2
43,27
43,3
43,52
43,28
43,39
43,4
43,33
44,44
44,55
44,88
44,96
44,49
44,40
44,34
44,17
44,54
44,51
44,20
44,43
44,77
44,26
44,69
44,91
44,60
44,1
44,90
44,51
44,5
44,19
44,11
44,44
44,60
43,8
43,7
43,8
43,30
43,2
43,63
43,3
43,18
43,8
43,8
43,34
43,9
47,23
47,88
47,55
47,50
47,85
47,55
47,13
47,25
47,59
47,83
47,39
47,48
47,0
47,41
47,8
47,34
47,38
47,39
47,84
47,21
47,80
47,42
47,24
47,17
47,18
47,24
47,23
47,61
47,88
47,46
47,78
47,16
47,83
47,81
47,59
47,38
47,76
47,48
47,81
47,53
47,29
47,44
47,68
47,60
47,6
47,60
47,50
47,58
47,43
47,40
47,79
47,69
47,96
47,98
47,52
47,61
47,92
47,71
47,97
47,58
46,0
46,34
46,88
47,0
47,32
47,59
47,4
47,34
47,36
47,34
47,61
47,79
47,70
47,4
47,18
47,46
47,11
47,74
47,94
47,98
47,51
47,49
47,5
47,10
47,3
47,10
47,36
47,75
47,46
47,52
47,65
47,41
47,43
47,74
47,50
47,64
47,38
47,4
47,43
47,53
47,10
47,40
47,41
47,39
47,20
47,39
47,75
47,63
47,40
47,57
47,3
47,57
47,44
47,68
47,61
47,24
47,91
47,49
47,39
47,59
47,23
47,5
47,38
47,47
47,44
47,86
47,50
47,93
47,65
47,16
47,61
47,22
46,90
46,67
46,19
43,62
43,22
43,9
43,94
43,17
43,35
43,98
43,98
44,82
44,43
44,36
44,5
44,20
44,21
44,72
44,12
44,44
44,27
44,25
44,78
44,95
43,78
43,34
43,88
43,42
43,9
43,1
43,76
43,75
43,22
43,25
43,11
43,51
43,5
43,34
43,22
43,84
43,67
43,29
43,81
43,35
43,44
43,20
43,22
43,96
43,21
43,67
43,83
43,44
43,80
43,72
43,74
43,14
43,71
43,1
43,29
43,64
43,63
43,32
43,83
43,1
43,20
43,65
43,13
43,67
43,44
43,38
43,37
43,51
43,3
43,7
43,23
43,69
43,89
43,6
43,79
43,62
43,60
43,18
43,37
43,88
43,2
43,86
43,94
43,94
43,75
42,68
42,77
42,57
43,25
43,52
43,30
43,50
43,96
43,86
43,67
43,8
43,0
43,46
43,60
43,38
43,31
43,64
43,67
43,85
43,65
43,14
43,76
43,76
43,45
43,18
46,95
46,3
46,81
46,75
46,56
46,55
46,78
46,39
43,36
43,71
43,75
43,64
43,51
43,27
43,48
43,6
43,53
43,34
43,67
43,57
43,33
43,14
43,94
43,56
43,73
43,74
43,4
43,8
43,72
43,38
43,52
43,97
43,57
43,43
43,88
43,46
43,97
43,44
43,3
43,38
43,95
43,63
43,79
43,48
43,48
43,81
43,63
43,63
43,95
43,30
43,88
43,54
43,81
42,15
42,73
42,25
42,48
42,34
42,4
42,56
42,91
42,50
42,21
42,49
42,52
42,89
42,93
42,58
42,76
42,58
42,99
42,58
42,91
42,29
42,98
42,28
42,25
42,1
42,58
42,0
42,98
42,90
42,12
42,48
42,62
42,98
42,95
42,68
42,18
42,72
42,2
42,44
42,31
42,48
42,52
42,11
42,58
42,60
42,68
42,3
42,55
42,38
42,23
42,69
42,41
42,8
42,83
42,66
42,51
42,10
42,58
42,28
42,10
42,47
42,44
42,54
42,91
42,72
42,83
42,89
42,95
42,72
42,41
42,2
42,31
42,54
42,47
42,83
42,24
42,34
42,4
42,5
42,31
42,8
42,4
42,20
42,40
42,70
42,75
42,43
42,14
42,19
42,17
42,17
42,30
42,69
42,20
41,9
41,28
41,33
41,85
41,54
41,89
41,88
41,96
41,3
41,99
41,23
38,55
38,1
38,62
38,71
38,67
38,44
38,87
38,13
38,12
38,84
38,88
38,99
38,70
38,58
38,38
38,17
38,96
38,46
38,96
38,26
37,72
37,25
37,3
37,3
37,62
37,37
37,45
37,66
37,24
37,59
37,40
37,31
37,26
37,38
37,36
37,95
37,44
37,50
37,92
37,78
37,61
37,10
37,86
37,73
37,15
37,9
37,51
37,26
37,86
37,72
37,53
37,1
37,96
37,30
37,30
37,6
37,89
37,10
37,34
37,52
37,74
37,88
37,28
37,51
37,99
37,13
36,73
36,14
40,66
40,74
40,88
40,25
40,42
40,9
40,28
40,69
40,89
40,62
40,64
40,78
40,44
40,37
40,15
40,6
40,38
40,89
40,95
40,89
40,25
40,89
40,94
40,15
40,49
40,53
40,44
40,8
40,44
40,26
40,78
40,66
40,98
40,3
40,14
40,5
40,93
40,72
40,82
40,62
40,42
40,27
40,78
40,68
40,25
40,25
41,68
41,35
41,76
41,56
41,82
41,55
41,40
41,96
41,84
37,70
37,62
37,37
37,83
37,51
37,19
37,2
37,59
37,35
37,39
37,89
37,40
37,99
37,44
37,75
37,73
37,21
37,12
37,46
36,17
36,33
36,71
36,72
36,28
36,82
36,26
36,61
36,44
36,15
36,14
36,67
36,15
36,14
36,12
36,40
36,76
36,55
36,25
36,76
36,70
36,93
36,15
36,29
36,38
36,36
36,86
36,92
36,96
36,63
36,26
36,86
36,39
36,2
36,18
36,28
36,50
36,73
36,22
36,43
36,72
36,93
36,81
36,78
36,72
36,37
36,9
36,18
36,49
36,20
36,36
36,33
36,23
36,75
36,96
36,66
36,95
36,75
37,89
37,16
37,50
37,20
37,67
37,83
37,27
37,62
37,20
36,86
36,86
36,58
36,47
36,61
36,97
36,22
36,49
36,76
36,64
36,79
36,39
36,59
36,68
36,97
36,98
36,66
36,94
36,99
36,20
36,20
36,69
36,22
36,6
36,62
36,67
36,87
36,86
36,3
36,90
36,8
36,33
36,56
36,70
36,98
35,21
35,37
35,50
35,71
35,78
35,32
35,94
35,71
35,17
35,61
35,98
35,76
35,59
35,62
35,52
35,51
35,14
35,30
35,13
35,59
35,42
35,63
35,57
35,70
35,87
35,50
35,2
35,25
35,10
35,52
35,38
35,25
35,15
35,33
35,53
35,87
35,7
35,5
35,83
35,39
35,82
36,58
36,42
36,74
36,77
36,22
36,6
36,0
36,78
36,77
36,1
35,10
35,36
35,73
35,52
35,78
35,28
35,52
35,42
35,74
35,13
35,61
35,28
35,77
35,86
35,59
35,13
35,60
35,84
35,45
35,59
35,17
35,8
35,19
35,61
35,70
35,46
35,24
35,74
35,7
31,19
31,41
31,2
31,77
31,68
31,71
31,14
31,41
31,88
31,11
31,78
31,81
31,28
31,32
31,55
31,52
31,50
31,43
31,80
31,16
31,53
31,37
31,46
31,93
31,1
31,32
31,75
31,5
31,25
31,95
31,37
31,79
31,44
31,18
31,11
31,33
31,52
31,79
31,24
31,58
31,7
31,79
31,10
31,27
30,83
31,22
31,75
31,1
31,13
31,8
31,52
31,78
34,70
34,7
34,53
34,46
34,54
34,34
34,71
34,12
34,96
34,51
34,29
34,26
34,9
34,16
34,78
34,74
34,95
34,42
34,6
34,89
34,31
34,0
34,85
34,27
34,71
34,75
34,74
34,37
34,98
35,3
35,68
35,27
35,51
35,34
35,46
35,31
35,79
35,77
35,65
35,26
35,87
35,95
35,76
35,20
35,35
35,81
35,19
35,0
31,82
31,91
31,94
31,25
31,8
31,17
31,4
31,20
31,28
31,25
31,4
31,4
31,75
31,35
31,56
31,13
31,41
31,27
31,91
31,57
31,37
31,90
31,43
31,4
31,86
31,83
31,52
31,36
31,35
31,21
31,64
31,69
31,72
31,66
31,50
31,50
31,20
31,8
31,54
31,91
31,78
31,89
31,63
31,30
31,64
31,38
31,89
31,33
31,70
31,23
31,54
30,96
30,51
30,28
30,59
30,67
30,98
30,55
30,57
30,73
30,27
30,60
30,91
30,61
30,53
30,39
30,35
30,29
31,19
31,78
31,16
31,37
31,88
31,3
31,32
31,92
31,97
31,32
31,48
31,18
31,52
31,85
31,40
31,17
31,73
31,23
31,41
31,73
31,29
31,88
31,24
31,27
31,63
31,20
31,37
31,37
31,18
31,49
31,68
31,0
31,35
31,49
31,60
31,52
31,39
31,57
31,4
31,70
31,3
31,54
31,46
31,34
31,43
31,89
31,86
31,19
31,64
31,18
31,4
31,77
31,76
31,91
31,85
31,7
31,77
31,40
31,38
31,2
31,27
31,3
31,52
31,28
31,39
31,4
31,33
30,44
30,55
30,88
30,96
30,49
30,40
30,34
30,17
30,54
30,51
30,20
30,43
30,77
30,26
30,69
30,91
30,60
30,1
30,90
30,51
30,5
30,19
31,11
31,44
31,60
31,8
31,7
31,8
31,30
31,2
31,63
31,3
31,18
31,8
31,8
31,34
27,9
27,23
27,88
27,55
27,50
27,85
27,55
27,13
27,25
30,59
30,83
30,39
30,48
31,0
31,41
31,8
31,34
31,38
31,39
31,84
31,21
31,80
31,42
31,24
31,17
31,18
31,24
31,23
31,61
31,88
31,46
31,78
31,16
31,83
31,81
31,59
31,38
31,76
31,48
31,81
31,53
31,29
31,44
31,68
31,60
31,6
31,60
31,50
31,58
31,43
31,40
31,79
31,69
31,96
31,98
31,52
31,61
31,92
31,71
31,97
31,58
31,0
31,34
31,88
30,0
30,32
30,59
30,4
30,34
30,36
30,34
30,61
30,79
30,70
30,4
30,18
30,46
30,11
30,74
30,94
30,98
30,51
30,49
30,5
30,10
30,3
31,10
31,36
31,75
31,46
31,52
31,65
31,41
31,43
31,74
31,50
31,64
31,38
31,4
31,43
31,53
31,10
31,40
31,41
31,39
31,20
31,39
31,75
31,63
31,40
31,57
31,3
31,57
31,44
31,68
31,61
31,24
31,91
31,49
31,39
31,59
31,23
31,5
31,38
31,47
31,44
31,86
31,50
31,93
31,65
31,16
31,61
31,22
31,90
31,67
31,19
31,62
31,22
31,9
31,94
31,17
31,35
31,98
30,98
30,82
30,43
30,36
30,5
30,20
30,21
30,72
30,12
30,44
30,27
30,25
30,78
30,95
30,78
30,34
30,88
30,42
30,9
30,1
30,76
30,75
30,22
30,25
30,11
30,51
31,5
31,34
31,22
31,84
31,67
31,29
31,81
31,35
31,44
31,20
31,22
31,96
31,21
31,67
31,83
31,44
31,80
31,72
31,74
31,14
31,71
31,1
31,29
31,64
31,63
31,32
31,83
31,1
31,20
31,65
31,13
31,67
31,44
31,38
31,37
31,51
31,3
31,7
31,23
31,69
31,89
31,6
31,79
31,62
31,60
31,18
31,37
31,88
31,2
31,86
31,94
31,94
31,75
31,68
31,77
30,57
30,25
30,52
30,30
30,50
30,96
30,86
30,67
30,8
31,0
31,46
31,60
31,38
31,31
31,64
31,67
31,85
31,65
31,14
31,76
31,76
31,45
31,18
28,95
28,3
28,81
28,75
28,56
28,55
28,78
27,39
27,36
27,71
27,75
27,64
27,51
27,27
27,48
27,6
27,53
27,34
27,67
27,57
27,33
27,14
27,94
27,56
27,73
27,74
27,4
27,8
27,72
27,38
27,52
27,97
27,57
27,43
27,88
27,46
27,97
27,44
27,3
27,38
27,95
27,63
27,79
27,48
27,48
27,81
27,63
27,63
27,95
27,30
27,88
27,54
27,81
27,15
27,73
27,25
27,48
27,34
27,4
27,56
27,91
27,50
27,21
27,49
27,52
27,89
27,93
27,58
27,76
28,58
28,99
28,58
28,91
28,29
28,98
28,28
28,25
28,1
28,58
28,0
27,98
27,90
27,12
27,48
27,62
27,98
27,95
27,68
27,18
27,72
27,2
27,44
27,31
27,48
27,52
27,11
27,58
27,60
27,68
27,3
27,55
27,38
27,23
27,69
27,41
27,8
27,83
27,66
27,51
27,10
27,58
27,28
27,10
27,47
27,44
27,54
27,91
27,72
27,83
27,89
27,95
27,72
27,41
27,2
27,31
27,54
27,47
27,83
27,24
27,34
27,4
27,5
27,31
27,8
27,4
27,20
31,40
31,70
31,75
31,43
31,14
31,19
31,17
31,17
31,30
31,69
31,20
31,9
31,28
32,33
32,85
32,54
32,89
32,88
32,96
32,3
32,99
32,23
31,55
31,1
31,62
31,71
31,67
31,44
31,87
31,13
31,12
31,84
31,88
31,99
31,70
31,58
31,38
31,17
31,96
31,46
31,96
31,26
31,72
31,25
31,3
31,3
31,62
31,37
31,45
31,66
31,24
31,59
31,40
31,31
31,26
31,38
31,36
31,95
31,44
31,50
31,92
31,78
31,61
31,10
31,86
31,73
31,15
31,9
31,51
31,26
31,86
31,72
31,53
31,1
31,96
31,30
31,30
31,6
31,89
31,10
31,34
31,52
31,74
31,88
31,28
31,51
31,99
31,13
31,73
31,14
27,66
27,74
27,88
27,25
27,42
27,9
27,28
27,69
27,89
27,62
27,64
27,78
28,44
28,37
28,15
28,6
28,38
28,89
28,95
28,89
28,25
28,89
28,94
28,15
28,49
28,53
28,44
28,8
28,44
28,26
28,78
28,66
28,98
28,3
28,14
28,5
28,93
28,72
28,82
28,62
28,42
28,27
28,78
28,68
28,25
28,25
27,68
27,35
27,76
27,56
27,82
27,55
27,40
27,96
27,84
27,70
27,62
27,37
27,83
27,51
27,19
27,2
27,59
27,35
27,39
27,89
27,40
27,99
27,44
27,75
27,73
27,21
27,12
27,46
27,17
27,33
27,71
27,72
27,28
27,82
27,26
27,61
27,44
27,15
27,14
27,67
27,15
27,14
27,12
27,40
27,76
27,55
27,25
27,76
27,70
27,93
27,15
28,29
28,38
28,36
28,86
28,92
28,96
28,63
28,26
28,86
28,39
28,2
28,18
28,28
28,50
28,73
28,22
28,43
28,72
28,93
28,81
28,78
28,72
28,37
28,9
28,18
28,49
28,20
28,36
28,33
28,23
28,75
28,96
28,66
28,95
28,75
27,89
27,16
27,50
27,20
27,67
27,83
27,27
27,62
27,20
27,86
27,86
27,58
27,47
27,61
27,97
27,22
27,49
27,76
27,64
27,79
27,39
27,59
27,68
23,97
23,98
23,66
23,94
23,99
23,20
23,20
23,69
23,22
23,6
23,62
23,67
23,87
23,86
23,3
23,90
23,8
23,33
23,56
23,70
23,98
27,21
27,37
27,50
27,71
27,78
27,32
27,94
27,71
27,17
27,61
27,98
27,76
27,59
27,62
27,52
27,51
27,14
27,30
27,13
27,59
27,42
27,63
27,57
27,70
27,87
27,50
27,2
27,25
27,10
27,52
27,38
28,25
28,15
28,33
28,53
28,87
28,7
28,5
28,83
28,39
27,82
27,58
27,42
27,74
27,77
27,22
27,6
27,0
27,78
27,77
27,1
27,10
27,36
27,73
27,52
27,78
27,28
27,52
27,42
27,74
27,13
27,61
27,28
27,77
27,86
27,59
27,13
27,60
27,84
27,45
27,59
27,17
27,8
27,19
27,61
27,70
27,46
27,24
27,74
27,7
27,19
27,41
27,2
27,77
27,68
27,71
27,14
27,41
27,88
27,11
27,78
27,81
27,28
27,32
27,55
27,52
27,50
27,43
27,80
27,16
27,53
27,37
27,46
27,93
27,1
27,32
27,5
27,25
27,75
27,95
27,37
27,79
27,44
27,18
27,11
27,33
27,52
27,79
27,24
27,58
27,7
27,79
27,10
27,27
27,83
26,22
26,75
27,1
27,13
27,8
27,52
27,78
24,70
24,7
24,53
24,46
24,54
24,34
24,71
24,12
24,96
24,51
24,29
24,26
24,9
24,16
24,78
24,74
24,95
24,42
24,6
24,89
24,31
24,0
24,85
24,27
24,71
24,75
24,74
24,37
24,98
23,3
23,68
23,27
23,51
23,34
23,46
23,31
23,79
23,77
23,65
23,26
23,87
23,95
23,76
23,20
23,35
23,81
23,19
23,0
23,82
23,91
23,94
23,25
23,8
23,17
23,4
23,20
23,28
23,25
23,4
23,4
23,75
23,35
23,56
23,13
23,41
23,27
23,91
23,57
23,37
23,90
23,43
23,4
23,86
23,83
23,52
23,36
23,35
23,21
23,64
23,69
23,72
23,66
23,50
23,50
24,20
24,8
24,54
24,91
24,78
24,89
24,63
24,30
24,64
24,38
24,89
24,33
24,70
24,23
24,54
24,96
24,51
24,28
24,59
24,67
24,98
24,55
24,57
24,73
24,27
24,60
24,91
24,61
24,53
24,39
24,35
24,29
23,19
23,78
23,16
23,37
27,88
27,3
27,32
27,92
27,97
27,32
27,48
27,18
27,52
27,85
27,40
27,17
27,73
27,23
27,41
27,73
27,29
27,88
27,24
27,27
27,63
27,20
27,37
27,37
27,18
27,49
27,68
27,0
